테마명,종목명,테마 사유
OLED(유기 발광 다이오드) ,명성티엔에스,"2차전지 핵심 소재 중 하나인 분리막 생산 설비 전문 제조업체. 디스플레이용 압력용기(Auto Clave : LCD 또는 OLED 제조공정에서 유리와 필름, 유리와 유리 사이에 남아있는 기포를 압력을 가하여 제거하는 장비) 사업도 영위."
OLED(유기 발광 다이오드) ,엘아이에스,"레이저를 이용하여 다양한 산업분야에 적용하는 레이저 응용기기 전문업체. 주요제품으로는 레이저장비인 Cell Cutting, Module Cutting, Pol Cutting, Sensor Cutting, Glass Cutting와 OLED Cell Sealing 등임."
OLED(유기 발광 다이오드) ,스마트솔루션즈,"반도체, 평판 디스플레이(LCD, OLED 등) 검사장비 제조/판매 업체. 주력 제품은 플라즈마 공정진단 장비, 유리기판 검사장비 등."
OLED(유기 발광 다이오드) ,한송네오텍,"OLED Mask 공정 장비업체. 주요 제품으로는 OLED FMM 인장기, OLED Cover/HowlingMask 인장기, OLED Mask PPA검사기, OLED원장 Open Mask 인장기, OLED Mask초기검사기, LAMINATOR 등이 있음. "
OLED(유기 발광 다이오드) ,탑엔지니어링,"TFT-LCD, OLED 패널 및 2차전지, 카메라모듈 공정장비 제조 및 판매를 주된 사업으로 영위. 2010년 하반기 OLED용 GCS(Glass Cutting System) 장비의 대규모 수주를 통해 OLED 장비 사업 분야 진출 본격화."
OLED(유기 발광 다이오드) ,LG화학,"LG그룹 계열의 국내 대표적인 화학기업으로 OLED용 필름, OLED 재료 등을 생산, 판매중. 차세대 TV로 각광받고 있는 OLED TV용 재료를 핵심고객과 공동개발."
OLED(유기 발광 다이오드) ,케이피에스,"OLED 장비 개발, 공급업체. 디스플레이 패널업체를 대상으로 정밀장비 제작 및 제어, 비젼기술을 바탕으로 OLED(Organic Light Emitting Diode) 디스플레이 공정에서 사용되는 장비를 개발, 공급하고 있음. 주요 제품으로는 OELD 마스크 인장기 등임."
OLED(유기 발광 다이오드) ,나노신소재,"중국의 LCD, OLED 등의 디스플레이분야 8세대급 이상의 장비에 많이 사용되는 Rotary target(원통형타겟) 제조."
OLED(유기 발광 다이오드) ,필옵틱스,"인쇄회로기판 관련 장비 및 평판 디스플레이 공정용 장비와 부품/소재 제조, 판매업체. 핵심 고유 기술인 광학설계 및 제어기술을 기반으로 Rigid 및 Flexible OLED 제조공정과 전기차용 2차전지 제조 공정에 사용되는 레이저 응용장비를 제작 및 공급중."
OLED(유기 발광 다이오드) ,인베니아,"LIG그룹 계열의 디스플레이 장비 제조업체. TFT-LCD, OLED 등의 디스플레이 패널을 제조하는 장비를 개발, 생산, 판매하는 사업을 영위. 주요 제품으로 Dry Etcher, 합착기, Plasma Treatment, AOI 등이 있으며, 주요 매출처는 LG디스플레이 등."
OLED(유기 발광 다이오드) ,코디,OLED 제조 공정에 들어가는 장비를 생산.
OLED(유기 발광 다이오드) ,아바코,"LCD와 OLED용 평판디스플레이(FPD) 제조 장비 및 이차전지용 제조 장비 업체. FPD 제조용 진공장비, 자동화장비, 전용장비, 산업용소재 제조용 Roll-to-Roll 장비로 크게 구분."
OLED(유기 발광 다이오드) ,HB테크놀러지,"LCD 및 AMOLED검사장비, 2차전지 통합외관검사기 등의 제품을 생산·판매 하는 사업을 영위."
OLED(유기 발광 다이오드) ,LG전자,LG그룹 계열의 글로벌 가전 및 정보통신기기 제조업체로 OLED TV와 AMOLED를 탑재한 스마트폰을 출시한 바 있음.
OLED(유기 발광 다이오드) ,아이씨디,"AM-OLED, TFT-LCD 등 FPD(Flat Panel Display) 의 양산에 필요한 전공정 제조 장비 생산/판매 업체.  5.5세대, 6세대 AMOLED 고밀도플라즈마식각장비(HDP Etcher)를 세계 최초로 개발하여 삼성디스플레이에 공급중."
OLED(유기 발광 다이오드) ,로보스타,"산업용 로봇(직각좌표 로봇, 수평다관절 로봇 등 범용로봇, 글라스 및 웨이퍼 반송용 로봇 등)과 평판디스플레이(FPD)용 장비(정밀 스테이지) 등을 생산하는 업체. OLED 패널 생산라인의 이송/적재용로봇을 국내외 대형 패널업체들에게 납품중."
OLED(유기 발광 다이오드) ,덕산네오룩스,"덕산하이메탈에서 분할돼 신설된 업체로 OLED 소재사업을 담당. 주요 제품은 아몰레드(AMOLED) 디스플레이에 사용되는 HTL(정공수송층), RED HOST 등. 주요 거래처는 삼성디스플레이 등."
OLED(유기 발광 다이오드) ,톱텍,OLED제품의 생산공정에 필요한 Robot을 이용한 Glass의 이송 및 각공정별 정밀조립기 및 제조공정장비 등을 생산.
OLED(유기 발광 다이오드) ,야스,"OLED 산업의 핵심 분야인 증착 관련 증착원 및 증착 시스템 제작, 납품업체. 현재 전세계에서 유일하게 8세대 이상 증착기와 증착원(증발원) 모두 양산 성공경험을 보유중. 특히, 2013년 LG디스플레이에 세계 최초 8G(대형 디스플레이) 증착장비를 수주하여 양산에 성공. 주요 매출처는 LG디스플레이, BOE 등임."
OLED(유기 발광 다이오드) ,뉴파워프라즈마,"반도체 및 디스플레이(LCD, OLED, Solar 등) 박막공정 및 식각공정 장비에 사용되는 핵심 부품 공급 업체. 주요 제품으로는 박막공정 진행 후 공정내 잔존하는 부산물에 대한 Plasma Cleaning를 실시하는 핵심 모듈인 Remote Plasma Generator(RPG), 박막 공정이나 건식각 공정장비의 진공 방(Vacuum Chamber)에 가스를 공급하여 Plasma를 발생하는데 필요한 전원을 공급하는 모듈인 RF Generator(RFG) 및 Matcher(MAT) 등이 있음."
OLED(유기 발광 다이오드) ,티로보틱스,산업용 진공로봇 및 물류시스템 제조 및 판매업체. 디스플레이(OLED 등) 생산장비의 중앙에 위치하는 Transfer Chamber(Transfer Module)에 설치되어 모든 글래스 이송을 담당하는 진공로봇을 주요제품으로 생산.
OLED(유기 발광 다이오드) ,예스티,"디스플레이(LCD, LED, OLED) 및 반도체 장비 제조/판매 업체. 주요 제품으로 삼성전자 반도체 생산공정과 삼성디스플레이의 FPD 패널 생산공정에 투입되는 열처리, 온도제어 및 검사장비 등이 있음. 주요고객사는 삼성전자, 삼성디스플레이."
OLED(유기 발광 다이오드) ,삼성전자,삼성그룹 계열의 세계적 경쟁력을 보유한 전자 기업. OLED를 적용한 갤럭시 시리즈를 출시 및 OLED TV 생산/판매중.
OLED(유기 발광 다이오드) ,원익머트리얼즈,"2006년 12월 구 원익IPS의 특수가스사업부문이 물적분할한 업체. 반도체 및 디스플레이 생산공정에 사용되는 특수가스 생산을 주요 사업으로 영위. 삼성전자, SK하이닉스 등의 종합반도체회사를 주요 고객사로 두고 있으며, 반도체 이외에도 삼성디스플레이 AMOLED 사업부에 공정용 특수가스를 공급중."
OLED(유기 발광 다이오드) ,와이엠씨,"평판디스플레이(FPD) 부품 및 소재 제조업체. FPD(LCD, OLED) 제조공정 중 증착공정의 박막형성 및 FPD Panel 제조공정 중 증착공정에서 필요한 배선재의 재료인 타겟과 관련 부품인 Backing Plate, FPD공정장비 부품을 연구/개발/생산하는 사업 영위."
OLED(유기 발광 다이오드) ,케이엔제이,"디스플레이 패널 관련 Edge Grinder(엣지그라인더)와 CVD-SiC(탄화규소) Product 생산 업체. 디스플레이(LCD, LED, OLED) 제조용 장비인 Edge Grinder(엣지그라인더)와 검사장비 등을 생산."
OLED(유기 발광 다이오드) ,이엘피,"AMOLED 및 LCD 디스플레이 검사장비 제조, 판매업체. 주요 제품으로 AMOLED 패널에이징(Panel Aging) 및 검사용 장비를 생산중. 주요 거래처로 삼성디스플레이, LG디스플레이 등이 있음."
OLED(유기 발광 다이오드) ,원익IPS,"반도체 제조용 장비, Display 제조용 장비, Solar Cell 제조용 장비 등을 제조, 판매하는 업체. AMOLED용 Dry Etcher(건식식각장비) 생산."
OLED(유기 발광 다이오드) ,동아엘텍,"LCD검사장비, OLED 검사장비 등 디스플레이 제조 공정상 주로 후공정의 검사장비를 제조, 판매하는 사업 영위. OLED 제조공정상 전공정의 증착장비를 제조를 주요사업으로 하는 선익시스템을 종속회사로 보유."
OLED(유기 발광 다이오드) ,천보,"전자소재(LCD 식각액첨가제, OLED소재), 반도체 공정소재, 2차전지소재(전해질, 전해액 첨가제), 의약품 중간체(결핵치료제, 당뇨병치료제 등) 및 정밀화학 사업(질산 칼륨, 질산리튬 등) 등을 영위하는 업체. 3원색 중 적색(R) 발광재료 등의 중간체 및 완제품 생산."
OLED(유기 발광 다이오드) ,램테크놀러지,IT기초 화학약품 전문업체. AMOLED 제조 공정 중 메탈 마스크의 증착재료 세정에 사용되는 세정액 제조.
OLED(유기 발광 다이오드) ,LX세미콘,"LG디스플레이 등이 거래처로, OLED 매출이 TV, 모바일 부분에서 발생."
OLED(유기 발광 다이오드) ,에스에프에이,"스마트팩토리솔루션사업 및 반도체 패키징사업을 주된 사업으로 영위. 디스플레이, Glass, 2차전지, 반도체, 유통 산업 부문에서 필요로 하는 물류시스템 및 다양한 공정장비를 공급."
OLED(유기 발광 다이오드) ,미래컴퍼니,"OLED, LED장비 등의 제품 생산공정에 필요한 Edge Grinder(LCD 패널의 단면을 다듬는 장비) 등을 주력 제품으로 생산."
OLED(유기 발광 다이오드) ,나래나노텍,"디스플레이(LCD, OLED 등) 장비 제조 및 판매 업체. 주요 제품으로는 포토 장비(Coater(Gantry Moving Coater, Air Floating Coater), VCD(Vacuum Chamber Dryer), 부대장비), 코팅 장비(PI Coater, HVCD(Heat Vacuum Chamber Dryer), OVEN), 모듈 장비(OCR Bonding, INKJET) 등이 있음."
OLED(유기 발광 다이오드) ,엘오티베큠,"반도체, 디스플레이(LCD, OLED), 태양광셀 제조 등에 사용되는 Fore Vacuum용 건식진공펌프 생산, 판매 업체."
OLED(유기 발광 다이오드) ,AP시스템,"AMOLED장비(LTPS결정화용 ELA장비, 봉지공정장비, Laser Lift Off장비 등) 등을 생산."
OLED(유기 발광 다이오드) ,참엔지니어링,LCD 및 OLED 등 패널 제작시 발생되는 결함을 레이저로 수리하는 장비 등을 생산하는 FPD사업(Laser Repair 설비 등)을 영위.
OLED(유기 발광 다이오드) ,한솔케미칼,삼성전자의 QD-OLED TV에 퀀텀닷 소재 공급.
OLED(유기 발광 다이오드) ,제이엠티,베트남 법인을 통해 OLED용 PBA 생산/공급 중.
OLED(유기 발광 다이오드) ,LG디스플레이,LG그룹 계열의 TFT-LCD/OLED 등의 기술을 활용한 디스플레이 패널 제조 전문업체.
OLED(유기 발광 다이오드) ,풍원정밀,"금속박판가공기술을 통한 OLED 증착용 금속 마스크 전문 업체. 주요 제품으로는 OLED증착용 오픈메탈마스크, OLED증착용 스틱바마스크, OLED증착용 파인메탈마스크 등이 있음."
OLED(유기 발광 다이오드) ,피엔에이치테크,"OLED 소재, OLED 소재 합성에 필요한 촉매, 원료 등을 제조, 판매하는 업체. 주요 사업으로 OLED 특허소재개발사업, 공동기술개발 및 양산화 사업, OLED 원료공급사업 등을 영위."
OLED(유기 발광 다이오드) ,영우디에스피,"유기발광다이오드(OLED), 액정표시장치(LCD) 등의 검사장비 제조를 주요사업으로 영위. 주력 분야는 유기발광다이오드(OLED) 검사장비로 삼성디스플레이가 주요 거래처."
OLED(유기 발광 다이오드) ,아이컴포넌트,디스플레이용 광학필름 전문 제조업체. 퀀텀닷 TV 및 Flexible OLED 용 배리어 필름 생산.
OLED(유기 발광 다이오드) ,상아프론테크,슈퍼 엔지니어링 플라스틱 소재 전문 생산업체. LCD 및 OLED 제조 공정중 패널의 보관 및 이송을 위한 FPD Cassette를 생산/판매.
OLED(유기 발광 다이오드) ,덕산테코피아,"OLED 소재 합성 전문업체로, Display用 화학제품인 OLED소재(OLED발광재료 중간체) 재료 제조 사업 영위."
OLED(유기 발광 다이오드) ,PI첨단소재,OLED 패널에 탑재되는 폴리이미드필름(PI필름) 제조업체.
OLED(유기 발광 다이오드) ,브이원텍,"머신비전(Machine Vision) 및 화상처리를 통한 디스플레이 검사 S/W 개발 및 장비 제작업체. LCD/OLED 압흔검사기의 국내 주요 고객사는 LGD이며, 해외 주요 고객사는 Tianma, Visionox, CSOT, BOE, EDO, Semipeak 등임."
OLED(유기 발광 다이오드) ,디아이티,"평판디스플레이(OLED,LCD,TSP,PDP) 검사장비, 레이저 커팅 및 그라인더 장비, 2차전지 Film 검사 장비 업체. LCD와 OLED(Rigid, Flexible), 각종 Film 소재의 제조공정에서 발생하는 불량을 검사 및 측정하는 ‘비접촉 광학 검사장비와 측정장비’ 사업과 LCD와 OLED 공정에서 액정의 성능을 향상 및 특정 용액을 경화시키기 위한 ‘UV 노광 및 경화 장비’ 사업, 디스플레이 모델의 형상을 가공하는 ‘Laser Cutting 장비’ 사업 등을 영위."
OLED(유기 발광 다이오드) ,핌스,"OLED용 메탈 마스크 전문 업체. OLED 디스플레이 증착 공정에 사용되는 메탈 마스크의 설계 및 제조, 판매를 주력 사업으로 영위."
OLED(유기 발광 다이오드) ,디바이스이엔지,"반도체 및 디스플레이(OLED 등) 세정장비 제조 및 판매업체. 주요 제품으로는 OLED 유기발광층 증착용 FM(Fine Metal) MASK 세정장비, 반도체 웨이퍼 보관용기(FOUP) 세정장비, 반도체 웨이퍼 매엽세정용 약액공급장치 등이 있음."
OLED(유기 발광 다이오드) ,에스엔유,"OLED, LCD, 2차전지 등의 산업용 제조장비 제조/판매 업체. 세계 주요 디스플레이 제조사들을 주요 고객으로 하고 있음."
OLED(유기 발광 다이오드) ,파인텍,16년8월 세광테크 인수로 유기발광다이오드(OLED) 장비 시장 진출. 17년1월 세광테크 흡수합병.
OLED(유기 발광 다이오드) ,티에스이,"반도체 및 디스플레이(OLED/LED) 검사장비 제조/판매 업체. 주요제품으로 Probe Card(반도체 웨이퍼 검사장비), Interface Board(메모리 반도체 검사장비), Test Socket, OLED 검사장비 등이 있음. 주요 거래처로 삼성전자, SK하이닉스, Micron, Intel 등임."
OLED(유기 발광 다이오드) ,한솔아이원스,"반도체 및 디스플레이(LCD, OLED) 관련 초정밀 가공/세정 업체."
OLED(유기 발광 다이오드) ,엘디티,"OLED(PMOLED, AMOLED), LED용 구동칩의 설계와 판매를 하는 팹리스(Fabless) 반도체 회사."
OLED(유기 발광 다이오드) ,프로이천,"디스플레이/반도체 검사장치 전문 제조 공급업체. 휴대폰, 태블릿, 노트북, PC, TV, 자동차 등의 디스플레이용 OLED 및 LCD 디스플레이 검사 장치 제조 사업과 디스플레이 반도체인 DDI(Display Drive IC) 칩 검사를 위한 반도체 검사 장치 제조 사업을 주 사업으로 영위."
